Primary Beneficiary,prim_bene_city,MSG_PRIM_BENE_CITY_MISMATCH,Primary Beneficiary API City mismatch P3 Record,
Primary Beneficiary,prim_bene_state,MSG_PRIM_BENE_STATE_MISMATCH,Primary Beneficiary API State mismatch P3 Record,
Primary Beneficiary,primary_ben_zip,MSG_PRIM_BENE_ZIP_MISMATCH,Primary Beneficiary API Zip Code mismatch P3 Record,
Contingent Beneficiary,ctg_bene_entity,MSG_CNTG_BENE_ENTITY_MISMATCH,Contingent Beneficiary API Person Entity Name mismatch P3 Record,
Contingent Beneficiary,ctg_bene_relationship,MSG_CNTG_BENE_RELATIONSHIP_MISMATCH,Contingent Beneficiary API Relationship mismatch P3 Record,
Contingent Beneficiary,ctg_bene_first_name,MSG_CNTG_BENE_FIRST_NAME_MISMATCH,Contingent Beneficiary API First Name mismatch P3 Record,
Contingent Beneficiary,ctg_bene_last_name,MSG_CNTG_BENE_LAST_NAME_MISMATCH,Contingent Beneficiary API Last Name mismatch P3 Record,
Contingent Beneficiary,ctg_ben_suffix,MSG_CNTG_BENE_SUFFIX_MISMATCH,Contingent Beneficiary API Suffix mismatch P3 Record,
Contingent Beneficiary,ctg_bene_gender,MSG_CNTG_BENE_GENDER_MISMATCH,Contingent Beneficiary API Gender mismatch P3 Record,
Contingent Beneficiary,ctg_bene_dob,MSG_CNTG_BENE_DOB_MISMATCH,Contingent Benficiary API DOB mismatch P3 Record,
Contingent Beneficiary,ctg_bene_ssn,MSG_CNTG_BENE_SSN_MISMATCH,Contingent Beneficiary API SSN mismatch P3 Record,
Contingent Beneficiary,ctg_bene_phone,MSG_CNTG_BENE_PHONE_NUMBER_MISMATCH,Contingent Beneficiary API Phone Number mismatch P3 Record,
Contingent Beneficiary,ctg_bene_percentage,MSG_CNTG_BENE_PERCENTAGE_MISMATCH,Contingent Beneficiary API Percentage mismatch P3 Record,
Contingent Beneficiary,ctg_bene_address1,MSG_CNTG_BENE_ADDRESS_LINE_1_MISMATCH,Contingent Beneficiary API Address Line 1 mismatch P3 Record,
Contingent Beneficiary,ctg_bene_city,MSG_CNTG_BENE_CITY_MISMATCH,Contingent Beneficiary API City mismatch P3 Record,
Contingent Beneficiary,ctg_bene_state,MSG_CNTG_BENE_STATE_MISMATCH,Contingent Beneficiary API State mismatch P3 Record,
Contingent Beneficiary,ctg_bene_zip,MSG_CNTG_BENE_ZIP_CODE_MISMATCH,Contingent Beneficiary API Zip Code mismatch P3 Record,
Service Subscription,tpa_ira_not_subscribed,MSG_TPP_IRA_NOT_SUBSCRIBED,Account Opening TPP IRA Service Customer Not Subscribed,
Service Subscription,tpa_ira_not_subscribed_with_balance,MSG_TPP_IRA_NOT_SUBSCRIBED_WITH_BALANCE,TPP IRA Service Customer With Balance Is Not Subscribed,
Edelivery Capture,edelivery,MSG_EDELIVERY_SELECTION_MISMATCH,Account Opening API Customer Edelivery Preference MisMatch,
Transaction Allocations,greater_than_100,MSG_FUND_ALLOCATION_%_TOTAL_OVER_100,Transaction Allocation Request API Customer Allocation Total Over 100%,
Transaction Allocations,less_than_100,MSG_FUND_ALLOCATION_%_TOTAL_UNDER_100,Transaction Allocation Request API Customer Allocation Total Under 100%,
Transaction Allocations,fund_code_percent_mismatch,MSG_FUND_DESC_CODE_%_MISMATCH,Transaction Allocation Request API Customer Fund Desc % Mismatch,
Transaction Allocations,allocation_transaction_failure,TRANSACTION_STATUS_RESPONSE_MSG_FOR_FAILURE,Add whatever the usual transaction response is that is sent back to GSAM on the Status API
Transaction Realignment,no_account_balance_over_3_months,MSG_NO_ACCOUNT_REBALANCE_OVER_3_MONTHS,No Rebalance Update Made for Customer in Over 90 days,
Transaction Realignment,rebalaced_fund_total_incorrect_percent,MSG_REBALANCED_FUND_TOTAL_INCORRECT_%,Transaction Rebalance Request API Customer Fund Total Does Not Match Allocation %,
Transaction Realignment,rebalance_failed_unkown,MSG_REBALANCE_FAILED_NO_KNOWN_REASON,Transaction Rebalance Request API Customer Rebalance Didn't Complete No Known Error,
Transaction Realignment,rebalaced_failed_known,MSG_REBALANCE_FAILED_KNOWN_REASON,Transaction Rebalance Request API Customer Rebalance Didn't Complete "Detail Message from Response"",
Account Opening,no_account_found,MSG_NO_ACCOUNT_FOUND,No Account Found
